"","N","LEN","SIGMA","PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"365",500,500,100,0.4,0.316,0.862,83.3128,92.9996,103.673,1.00124035035481,15000,5000,20,500
"366",500,500,100,0.4,0.32,0.834,83.541,93.6462,103.543,1.00000601700502,15000,5000,20,500
"367",500,500,100,0.4,0.388,0.848,82.9394,91.148,101.458,1.00163335819745,15000,5000,20,500
"368",500,500,100,0.4,0.35,0.87,81.692,90.46815,100.118,0.999639784990817,15000,5000,20,500
"369",500,500,100,0.4,0.31,0.842,81.6501,91.05155,102.356,1.00301708299723,15000,5000,20,500
"370",500,500,100,0.4,0.34,0.836,83.2629,92.1406,103.705,0.999569289953465,15000,5000,20,500
"371",500,500,100,0.4,0.324,0.854,89.4202,99.37495,110.497,1.00230293751524,15000,5000,20,500
"372",500,500,100,0.4,0.352,0.816,80.9973,89.33595,100.195,0.999729030299759,15000,5000,20,500
"373",500,500,100,0.4,0.338,0.828,78.7334,88.1478,98.0572,1.00277573928096,15000,5000,20,500
"374",500,500,100,0.4,0.326,0.832,67.4867,75.6439,84.2968,0.999244468162967,15000,5000,20,500
"375",500,500,100,0.4,0.348,0.83,76.723,85.32715,95.1602,1.00258807310727,15000,5000,20,500
"376",500,500,100,0.4,0.39,0.838,85.9354,94.6049,104.483,0.999482166382943,15000,5000,20,500
"377",500,500,100,0.4,0.316,0.834,73.2637,81.6263,90.751,1.00052541587087,15000,5000,20,500
"378",500,500,100,0.4,0.354,0.846,78.7003,87.61155,97.3995,1.00083381926065,15000,5000,20,500
"379",500,500,100,0.4,0.338,0.834,72.8193,79.95365,89.4743,0.999784913054893,15000,5000,20,500
"380",500,500,100,0.4,0.344,0.834,85.8487,94.6854,106.132,1.00015618083786,15000,5000,20,500
"381",500,500,100,0.4,0.356,0.848,83.5877,92.69915,102.939,1.00053554411834,15000,5000,20,500
"382",500,500,100,0.4,0.386,0.826,80.1901,89.29605,98.2743,1.00140464323852,15000,5000,20,500
"383",500,500,100,0.4,0.37,0.868,85.7305,95.4974,105.456,1.00080739130538,15000,5000,20,500
"384",500,500,100,0.4,0.318,0.81,84.4607,93.6844,105.039,1.0007901047226,15000,5000,20,500
"385",500,500,100,0.4,0.338,0.852,85.0445,94.8487,105.577,1.00093709454037,15000,5000,20,500
"386",500,500,100,0.4,0.358,0.836,79.1112,86.82755,97.0494,1.0001148611135,15000,5000,20,500
"387",500,500,100,0.4,0.318,0.836,70.4831,79.4466,88.2353,1.00048009354038,15000,5000,20,500
"388",500,500,100,0.4,0.34,0.82,76.2529,84.62155,94.9371,1.00306484193258,15000,5000,20,500
"389",500,500,100,0.4,0.378,0.866,80.9224,89.41425,99.4584,1.00308975844598,15000,5000,20,500
"390",500,500,100,0.4,0.342,0.84,84.133,93.29055,104.324,0.99941023795347,15000,5000,20,500
"391",500,500,100,0.4,0.354,0.8,80.2634,90.3127,100.228,1.002821986274,15000,5000,20,500
"392",500,500,100,0.4,0.326,0.848,78.8036,87.6375,97.4217,0.999831174093973,15000,5000,20,500
"393",500,500,100,0.4,0.36,0.814,93.2724,102.039,114.605,1.00132460748779,15000,5000,20,500
"394",500,500,100,0.4,0.34,0.832,77.9088,86.2008,96.3003,1.00244717101316,15000,5000,20,500
"395",500,500,100,0.4,0.356,0.848,79.6725,88.7135,97.8535,1.00443734900284,15000,5000,20,500
"396",500,500,100,0.4,0.34,0.848,81.8541,91.0251,101.647,0.999582370468383,15000,5000,20,500
"397",500,500,100,0.4,0.316,0.83,80.8498,90.2748,100.893,1.00191824601367,15000,5000,20,500
"398",500,500,100,0.4,0.346,0.82,84.5272,94.317,104.354,0.999181079260182,15000,5000,20,500
"399",500,500,100,0.4,0.308,0.81,81.6331,90.9064,103.3,1.00239740297975,15000,5000,20,500
"400",500,500,100,0.4,0.314,0.824,74.5346,82.5171,92.6166,1.00079547047192,15000,5000,20,500
"401",1000,500,100,0.4,0.338,0.851,79.9354,86.38855,93.1026,1.00671981554567,15000,5000,20,500
"402",1000,500,100,0.4,0.342,0.848,88.7477,95.7329,103.093,0.999702439412016,15000,5000,20,500
"403",1000,500,100,0.4,0.347,0.862,87.4823,93.931,101.807,0.999974833987941,15000,5000,20,500
"404",1000,500,100,0.4,0.329,0.837,83.5349,89.31885,97.2363,1.00192659332538,15000,5000,20,500
"405",1000,500,100,0.4,0.344,0.836,85.1979,91.6287,99.06,1.00011951013967,15000,5000,20,500
"406",1000,500,100,0.4,0.346,0.86,83.1379,89.3865,96.5762,1.00245719245527,15000,5000,20,500
"407",1000,500,100,0.4,0.328,0.834,81.6709,87.8102,95.0143,0.999229390085222,15000,5000,20,500
"408",1000,500,100,0.4,0.333,0.833,84.7102,91.8526,98.4663,1.00113240829975,15000,5000,20,500
"409",1000,500,100,0.4,0.331,0.848,87.4806,94.09395,101.929,1.00114593206224,15000,5000,20,500
"410",1000,500,100,0.4,0.344,0.837,81.5248,88.1564,94.7586,1.00092703890431,15000,5000,20,500
"411",1000,500,100,0.4,0.339,0.812,86.3171,92.61725,99.9703,1.00157985775272,15000,5000,20,500
"412",1000,500,100,0.4,0.326,0.849,88.3212,95.1766,103.015,1.00152003118025,15000,5000,20,500
"413",1000,500,100,0.4,0.343,0.834,88.0498,95.43855,102.273,1.00027275821852,15000,5000,20,500
"414",1000,500,100,0.4,0.34,0.821,87.7305,94.7663,101.571,1.00175011946202,15000,5000,20,500
"415",1000,500,100,0.4,0.322,0.838,81.0673,87.70235,94.5345,0.999613971988285,15000,5000,20,500
"416",1000,500,100,0.4,0.341,0.82,85.3749,91.77805,99.1355,1.00049661641616,15000,5000,20,500
"417",1000,500,100,0.4,0.32,0.826,87.3047,94.66585,102.053,1.00192807368985,15000,5000,20,500
"418",1000,500,100,0.4,0.311,0.832,83.7579,89.9837,97.8535,1.00181145637618,15000,5000,20,500
"419",1000,500,100,0.4,0.326,0.832,88.4759,95.69605,102.697,1.00178921821313,15000,5000,20,500
"420",1000,500,100,0.4,0.364,0.837,81.8426,87.75375,94.3489,1.00180753732164,15000,5000,20,500
"421",1000,500,100,0.4,0.342,0.834,81.8404,87.6286,94.6085,1.00081638244473,15000,5000,20,500
"422",1000,500,100,0.4,0.307,0.838,85.8004,93.0881,100.734,1.00083395102441,15000,5000,20,500
"423",1000,500,100,0.4,0.333,0.842,82.7744,89.2237,95.9714,1.00002249440403,15000,5000,20,500
"424",1000,500,100,0.4,0.332,0.84,83.3503,89.85905,96.8052,0.999526826527574,15000,5000,20,500
"425",1000,500,100,0.4,0.34,0.849,83.1268,89.3049,96.0681,0.999729772708158,15000,5000,20,500
"426",1000,500,100,0.4,0.37,0.854,80.6652,87.172,93.8642,1.00008501628635,15000,5000,20,500
"427",1000,500,100,0.4,0.339,0.828,81.6962,87.8311,94.8568,1.00233795440092,15000,5000,20,500
"428",1000,500,100,0.4,0.326,0.839,78.1642,84.51665,90.7043,1.00059310251845,15000,5000,20,500
"429",1000,500,100,0.4,0.349,0.846,79.2205,85.6315,92.1985,1.00091164941825,15000,5000,20,500
"430",1000,500,100,0.4,0.335,0.849,85.9253,93.42745,100.086,1.00007473154488,15000,5000,20,500
"431",1000,500,100,0.4,0.332,0.841,84.7967,91.3322,98.4344,1.00207493161007,15000,5000,20,500
"432",1000,500,100,0.4,0.329,0.831,85.3102,92.30265,99.5356,0.999785186968064,15000,5000,20,500
"433",1000,500,100,0.4,0.333,0.839,87.1121,93.87735,101.655,0.9996561855427,15000,5000,20,500
"434",1000,500,100,0.4,0.324,0.823,82.3633,88.71155,95.6694,0.999537618729793,15000,5000,20,500
"435",1000,500,100,0.4,0.335,0.842,89.3548,96.477,104.249,1.00449230529164,15000,5000,20,500
"436",1000,500,100,0.4,0.326,0.851,86.6047,93.35015,100.85,1.00185585763438,15000,5000,20,500
"437",1000,500,100,0.4,0.334,0.835,78.4131,84.53755,90.8722,1.00162230522453,15000,5000,20,500
"438",1000,500,100,0.4,0.332,0.82,84.5669,90.8968,98.1415,0.999715898336525,15000,5000,20,500
"439",1000,500,100,0.4,0.332,0.834,81.0318,87.4122,94.0747,0.999913461733011,15000,5000,20,500
"440",1000,500,100,0.4,0.332,0.841,82.9328,89.45315,96.4911,0.999744536645364,15000,5000,20,500
"441",1000,500,100,0.4,0.359,0.848,85.1495,91.32395,98.3138,1.00121716283843,15000,5000,20,500
"442",1000,500,100,0.4,0.352,0.837,83.606,89.8656,96.7702,1.00114015163353,15000,5000,20,500
"443",1000,500,100,0.4,0.331,0.837,86.5036,93.0361,100.584,1.00092099197346,15000,5000,20,500
"444",1000,500,100,0.4,0.346,0.821,82.5642,88.82635,96.0198,1.0026245582433,15000,5000,20,500
"445",1000,500,100,0.4,0.347,0.834,80.2392,86.8875,93.2524,0.999819839146935,15000,5000,20,500
"446",1000,500,100,0.4,0.319,0.822,83.0816,90.3358,97.6534,0.999969122597341,15000,5000,20,500
"447",1000,500,100,0.4,0.358,0.855,83.0839,89.1966,95.9065,1.00045118826699,15000,5000,20,500
"448",1000,500,100,0.4,0.314,0.829,82.8365,90.4045,96.8543,1.00055301365159,15000,5000,20,500
"449",1000,500,100,0.4,0.327,0.83,80.9154,87.1281,93.8449,1.00288885482568,15000,5000,20,500
"450",1000,500,100,0.4,0.339,0.85,89.3992,95.9375,103.343,0.9998214970661,15000,5000,20,500
"451",100,1000,100,0.4,0.43,0.92,71.8979,91.16545,112.473,0.999142728532129,15000,5000,20,500
"452",100,1000,100,0.4,0.28,0.88,76.8982,102.5795,131.048,1.00131867108314,15000,5000,20,500
"453",100,1000,100,0.4,0.34,0.89,81.6219,105.8785,133.694,1.00013507522312,15000,5000,20,500
"454",100,1000,100,0.4,0.27,0.88,71.342,94.70275,123.056,0.999653296793034,15000,5000,20,500
"455",100,1000,100,0.4,0.28,0.96,80.434,109.3485,140.353,1.00030833050902,15000,5000,20,500
"456",100,1000,100,0.4,0.36,0.9,78.1765,97.6762,123.214,0.99985417461196,15000,5000,20,500
"457",100,1000,100,0.4,0.33,0.91,62.126,80.53655,101.912,1.00086229630169,15000,5000,20,500
"458",100,1000,100,0.4,0.36,0.95,81.2921,100.177,129.04,1.00050958110757,15000,5000,20,500
"459",100,1000,100,0.4,0.35,0.94,86.4306,111.352,139.193,1.00398199834586,15000,5000,20,500
"460",100,1000,100,0.4,0.4,0.93,72.7171,91.29205,113.064,1.00001229763208,15000,5000,20,500
"461",100,1000,100,0.4,0.34,0.97,64.4103,82.37535,105.116,1.00076830470896,15000,5000,20,500
"462",100,1000,100,0.4,0.28,0.89,63.1856,82.69785,109.083,0.99949747683312,15000,5000,20,500
"463",100,1000,100,0.4,0.37,0.94,70.9321,88.42815,114.191,1.00671028162745,15000,5000,20,500
"464",100,1000,100,0.4,0.34,0.9,75.3731,99.85215,124.472,1.00089781395199,15000,5000,20,500
"465",100,1000,100,0.4,0.33,0.94,78.1478,100.4275,129.651,1.00175826443682,15000,5000,20,500
"466",100,1000,100,0.4,0.43,0.91,71.8258,87.4755,110.761,1.0002437990988,15000,5000,20,500
"467",100,1000,100,0.4,0.43,0.95,70.3908,87.28765,107.61,0.999481296629698,15000,5000,20,500
"468",100,1000,100,0.4,0.44,0.92,87.4793,110.526,134.505,1.00162957557497,15000,5000,20,500
"469",100,1000,100,0.4,0.47,0.85,60.2316,73.32555,91.345,1.0004049390583,15000,5000,20,500
"470",100,1000,100,0.4,0.42,0.89,74.522,92.41375,114.202,1.00154547851026,15000,5000,20,500
"471",100,1000,100,0.4,0.42,0.96,70.4984,87.0139,109.628,1.00098376362094,15000,5000,20,500
"472",100,1000,100,0.4,0.33,0.91,83.3781,105.4585,133.404,1.00302939806155,15000,5000,20,500
"473",100,1000,100,0.4,0.34,0.94,62.6381,80.1709,102.806,1.00000261481243,15000,5000,20,500
"474",100,1000,100,0.4,0.49,0.94,77.566,94.8438,115.285,0.999409483828632,15000,5000,20,500
"475",100,1000,100,0.4,0.3,0.94,85.3525,111.489,142.532,1.00050149552827,15000,5000,20,500
"476",100,1000,100,0.4,0.29,0.85,68.8189,89.21435,114.64,0.99950637141366,15000,5000,20,500
"477",100,1000,100,0.4,0.46,0.94,74.8634,92.37855,112.803,1.00036140206536,15000,5000,20,500
"478",100,1000,100,0.4,0.38,0.94,70.1629,87.96135,110.568,1.00226905076864,15000,5000,20,500
"479",100,1000,100,0.4,0.34,0.94,66.6567,86.0319,110.266,1.00079643135103,15000,5000,20,500
"480",100,1000,100,0.4,0.31,0.93,82.9806,109.175,137.835,1.00026934492066,15000,5000,20,500
"481",100,1000,100,0.4,0.35,0.89,64.5789,83.9638,106.68,1.00194242596632,15000,5000,20,500
"482",100,1000,100,0.4,0.24,0.85,58.9024,79.61155,107.183,1.00065061282021,15000,5000,20,500
"483",100,1000,100,0.4,0.4,0.95,79.1483,98.70615,123.3,1.00160392279404,15000,5000,20,500
"484",100,1000,100,0.4,0.33,0.94,57.3768,72.65995,93.7262,1.00479574077967,15000,5000,20,500
"485",100,1000,100,0.4,0.35,0.95,69.0559,86.7503,109.915,0.99985522584688,15000,5000,20,500
"486",100,1000,100,0.4,0.41,0.94,72.237,90.8783,113.952,0.999117249703752,15000,5000,20,500
"487",100,1000,100,0.4,0.37,0.91,64.313,81.2311,100.822,1.00094655282243,15000,5000,20,500
