"","N","LEN","PHI","delta","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"904",100,1000,0.8,98.7924004904926,0.71,0.9,83.9596,113.634,144.784,0.709616,0.8143835,0.900995,1.00099540014898,1.0047964034978,15000,5000,20,500
"905",100,1000,0.8,74.2810838785954,0.72,0.94,55.7258,73.05325,92.2623,0.677139,0.768865,0.864095,0.999776216650564,1.0002825876301,15000,5000,20,500
"906",100,1000,0.8,46.1863004579209,0.79,0.97,36.8273,47.5091,58.7747,0.738128,0.824434,0.899916,1.0034698238596,1.0029380582163,15000,5000,20,500
"907",100,1000,0.8,25.0583677669056,0.86,0.95,22.8294,28.73965,35.1508,0.828198,0.89007,0.951933,1.00433083716448,1.00378226057025,15000,5000,20,500
"908",100,1000,0.8,188.102061545942,0.62,0.78,165.311,235.881,315.99,0.732918,0.856341,0.990393,1.00464074337203,1.0122719307178,15000,5000,20,500
"909",100,1000,0.8,215.845076676924,0.62,0.8,153.268,214.749,301.14,0.653053,0.7862585,0.910591,1.00897011887291,1.00033692130497,15000,5000,20,500
"910",100,1000,0.8,248.880443589296,0.59,0.72,264.073,386.4045,538.249,0.761818,0.902209,0.999842,1.00434841205034,0.999917405107652,15000,5000,20,500
"911",100,1000,0.8,294.373185464647,0.54,0.68,239.527,401.4695,587.526,0.66584,0.8332075,0.998003,1.0231965156315,1.01891989952898,25000,5000,20,1000
"912",100,1000,0.8,20.5415107216686,0.63,0.96,18.1433,22.90105,29.399,0.556566,0.6519435,0.745301,1.00081300622536,0.999256291378688,15000,5000,20,500
"913",100,1000,0.8,205.713475602679,0.57,0.78,133.49,185.968,263.581,0.559415,0.693124,0.819487,1.00906010012507,1.00672925437779,15000,5000,20,500
"914",100,1000,0.8,155.436818881426,0.65,0.9,106.926,140.8165,194.474,0.644599,0.75073,0.853772,1.00701499963769,1.02188248549933,15000,5000,20,500
"915",100,1000,0.8,14.3984291912057,0.77,0.99,10.5157,13.21255,16.5768,0.700644,0.7817145,0.853727,1.00008915828725,1.00182104617646,15000,5000,20,500
"916",100,1000,0.8,162.429122959729,0.68,0.84,168.605,229.3615,311.703,0.796349,0.9119555,0.999998,1.01104065455912,1.01437248081223,15000,5000,20,500
"917",100,1000,0.8,119.455819393042,0.66,0.84,79.5964,106.8035,140.086,0.66709,0.764781,0.867447,1.00760437066811,1.00612912714857,15000,5000,20,500
"918",100,1000,0.8,294.348745672032,0.52,0.7,158.707,256.627,399.342,0.563067,0.719958,0.900752,1.06108776581656,1.03462115038578,25000,5000,20,1000
"919",100,1000,0.8,94.4437873992138,0.71,0.91,65.7273,89.87035,114.301,0.686366,0.782181,0.879977,1.00008007475852,1.00136375059571,15000,5000,20,500
"920",100,1000,0.8,183.77261716174,0.6,0.76,120.154,169.5385,229.51,0.605084,0.7225905,0.839698,1.00127807340422,1.00184940466297,15000,5000,20,500
"921",100,1000,0.8,178.002573067788,0.64,0.78,138.613,199.573,275.135,0.692001,0.817341,0.958667,1.0041440994884,1.00564001002369,15000,5000,20,500
"922",100,1000,0.8,166.020517260768,0.68,0.82,116.443,158.871,214.067,0.688457,0.7903165,0.900088,1.02613450261314,1.0101533312402,15000,5000,20,500
"923",100,1000,0.8,161.869963929057,0.68,0.85,96.8979,133.1895,177.895,0.657934,0.76873,0.870725,1.00325989741459,1.00057143974196,15000,5000,20,500
"924",100,1000,0.8,26.5827794652432,0.74,0.98,15.8873,20.87565,25.7525,0.666455,0.757584,0.831964,1.00013309826884,1.00301313020462,15000,5000,20,500
"925",100,1000,0.8,91.1944300751202,0.76,0.94,84.965,110.6565,143.744,0.75953,0.848584,0.932164,1.00328334702845,1.00081580439289,15000,5000,20,500
"926",100,1000,0.8,27.3311838088557,0.87,0.98,20.6431,25.71065,31.5015,0.822782,0.890036,0.944747,1.00005184223608,0.999485470360134,15000,5000,20,500
"927",100,1000,0.8,17.4456400540657,0.77,0.99,12.515,15.98625,19.8367,0.694859,0.7837375,0.856662,1.00795226532189,1.00041324551745,15000,5000,20,500
"928",100,1000,0.8,244.537431625649,0.59,0.81,163.157,241.883,368.547,0.651153,0.787765,0.976846,1.01847668752047,1.02458161359318,15000,5000,20,500
"929",100,1000,0.8,30.0589935993776,0.83,1,25.8203,32.14335,40.0557,0.761352,0.8384215,0.902533,1.00137394811727,1.00383100457086,15000,5000,20,500
"930",100,1000,0.8,255.186268889811,0.62,0.79,192.017,284.547,379.659,0.741167,0.884174,0.998745,1.00664405489172,1.01001219377356,15000,5000,20,500
"931",100,1000,0.8,22.9952984047122,0.8,0.97,22.0786,28.01285,34.5432,0.74252,0.8212885,0.891177,1.00285053618929,1.00074304591535,15000,5000,20,500
"932",100,1000,0.8,247.457866554614,0.61,0.78,222.843,331.758,476.614,0.724159,0.8654395,0.999107,1.01464630979048,1.00421004429786,15000,5000,20,500
"933",100,1000,0.8,142.040694481693,0.65,0.83,121.516,168.529,232.594,0.662371,0.785169,0.907658,1.01558769201439,1.01455660633563,15000,5000,20,500
"934",100,1000,0.8,59.5316690695472,0.75,0.94,43.7116,57.4734,71.7904,0.696141,0.785985,0.864577,1.00289655186764,1.00047903986546,15000,5000,20,500
"935",100,1000,0.8,269.824153035879,0.69,0.81,214.421,299.371,397.951,0.819369,0.9351155,0.999612,1.01231287033801,1.02726984749976,15000,5000,20,500
"936",100,1000,0.8,26.5849900990725,0.74,0.94,21.558,27.97975,34.7327,0.705872,0.7904495,0.874959,0.999698167061766,0.999949309332954,15000,5000,20,500
"937",100,1000,0.8,170.893461704254,0.62,0.79,110.108,159.289,218.505,0.637674,0.7522015,0.874587,1.00415056748898,1.00051968225715,15000,5000,20,500
"938",100,1000,0.8,168.163400159683,0.63,0.83,120.926,173.5345,249.262,0.61046,0.7438385,0.860423,1.02656029138575,1.01546781466845,15000,5000,20,500
"939",100,1000,0.8,23.1459036748856,0.76,0.97,17.0412,21.3653,26.5766,0.690148,0.7791025,0.85879,1.00287316110143,0.999461624265685,15000,5000,20,500
"940",100,1000,0.8,214.447730577085,0.68,0.8,212.076,296.595,396.253,0.804978,0.921525,0.999432,1.0085131590065,1.0014918441569,15000,5000,20,500
"941",100,1000,0.8,225.876218690537,0.69,0.83,137.214,195.3085,265.896,0.729468,0.8430855,0.960803,1.00358246807682,1.00017207065912,15000,5000,20,500
"942",100,1000,0.8,263.87812493369,0.6,0.77,228.347,346.0675,483.219,0.733837,0.871731,0.999785,1.06909815877576,1.06332593308302,15000,5000,20,500
"943",100,1000,0.8,267.990217963234,0.59,0.72,227.886,344.663,498.002,0.697633,0.8517805,0.999634,1.01038051858305,1.00801520272454,15000,5000,20,500
"944",100,1000,0.8,162.513120563235,0.67,0.83,118.89,161.8785,222.571,0.668541,0.7853405,0.890945,1.02576700261779,1.00485653302532,15000,5000,20,500
"945",100,1000,0.8,95.9018686716445,0.73,0.93,87.8388,116.042,153.602,0.6935,0.788703,0.878931,0.999277736617353,0.999392396394848,15000,5000,20,500
"946",100,1000,0.8,75.4880730016157,0.7,0.92,53.3294,69.6467,88.7401,0.642459,0.725386,0.818567,0.999936083161129,1.00105285358958,15000,5000,20,500
"947",100,1000,0.8,203.48483543843,0.63,0.81,118.556,170.2735,242.675,0.60826,0.735345,0.859142,1.00750366247965,1.00844309540942,15000,5000,20,500
"948",100,1000,0.8,187.970495950431,0.54,0.72,164.264,246.5725,346.302,0.620737,0.755212,0.927149,1.02664578020449,1.0089335760403,15000,5000,20,500
"949",100,1000,0.8,245.696539257187,0.62,0.74,174.744,256.02,355.883,0.724596,0.839542,0.990841,1.01701177879103,1.0073177871488,15000,5000,20,500
"950",100,1000,0.8,164.573088556062,0.73,0.87,99.8465,136.203,175.948,0.736565,0.8312745,0.92579,1.00400715570544,1.00383935940135,15000,5000,20,500
"951",100,1000,0.8,84.4657255802304,0.71,0.92,70.2677,93.3991,118.157,0.678574,0.7686295,0.856992,1.00061178485884,0.999232898508889,15000,5000,20,500
"952",100,1000,0.8,281.672874470241,0.55,0.74,151.808,220.3445,322.17,0.573311,0.714763,0.864135,1.01098519549859,1.00326975597329,15000,5000,20,500
"953",100,1000,0.8,132.659695015755,0.74,0.89,115.642,156.271,206.936,0.752179,0.8534145,0.951238,1.00262045331809,1.00212909096376,15000,5000,20,500
"954",100,1000,0.8,135.736341811717,0.72,0.89,111.729,159.3675,215.386,0.716027,0.817404,0.928045,1.00776873761469,1.00578887758283,15000,5000,20,500
"955",100,1000,0.8,79.9447906110436,0.73,0.89,69.4965,91.5027,116.127,0.722565,0.814179,0.900773,0.999918912921095,1.00121727738355,15000,5000,20,500
"956",100,1000,0.8,136.414938943926,0.79,0.91,93.1811,121.5485,160.28,0.791374,0.88072,0.967029,1.00864177461392,1.00468724262232,15000,5000,20,500
"957",100,1000,0.8,125.861509435344,0.69,0.87,83.0505,107.8385,138.317,0.655963,0.762069,0.845311,1.00002730215766,1.00725943762195,15000,5000,20,500
"958",100,1000,0.8,124.544947484974,0.71,0.88,92.349,120.521,157.494,0.686652,0.784626,0.877849,0.999600841794434,0.999436061508694,15000,5000,20,500
"959",100,1000,0.8,128.376661450602,0.74,0.88,119.702,159.296,213.798,0.789674,0.8807835,0.977737,1.00030064646595,1.0039097269414,15000,5000,20,500
"960",100,1000,0.8,180.254370397888,0.68,0.83,129.692,181.541,249.081,0.721006,0.8368535,0.970013,1.0116710514248,1.00219963895729,15000,5000,20,500
"961",100,1000,0.8,42.9856938892044,0.79,0.99,39.52,49.28995,62.3328,0.721028,0.80351,0.880853,1.00252115895565,0.999330777841931,15000,5000,20,500
"962",100,1000,0.8,152.766108668875,0.66,0.86,103.152,139.69,184.904,0.658489,0.7668455,0.875269,1.00067553660801,1.0015426572945,15000,5000,20,500
"963",100,1000,0.8,206.035350505263,0.6,0.78,150.338,228.9185,324.707,0.633634,0.763766,0.902876,1.01491005695264,1.00353715552183,15000,5000,20,500
"964",100,1000,0.8,195.927621372975,0.65,0.73,155.636,224.113,319.468,0.70678,0.832206,0.985342,1.02259479794332,1.02251718500419,15000,5000,20,500
"965",100,1000,0.8,281.003567604348,0.66,0.82,205.466,289.6105,388.516,0.782002,0.899469,0.998746,1.00804997745131,1.01274741784148,15000,5000,20,500
"966",100,1000,0.8,242.11280283751,0.57,0.72,232.737,361.2135,514.037,0.697385,0.8518925,0.999969,1.05449790752411,1.04895430210277,15000,5000,20,500
"967",100,1000,0.8,184.924181967508,0.63,0.81,121.569,171.4975,239.58,0.633168,0.744494,0.863439,1.00552464987663,1.01033228644362,15000,5000,20,500
"968",100,1000,0.8,104.740322823636,0.78,0.93,79.807,105.6965,133.79,0.751717,0.845115,0.916961,1.00225577403463,0.999302016096627,15000,5000,20,500
"969",100,1000,0.8,108.51007611258,0.7,0.9,76.2088,102.533,135.316,0.698223,0.789145,0.889528,1.00200703129432,1.00053080099227,15000,5000,20,500
"970",100,1000,0.8,51.7403444927186,0.74,0.94,37.6421,48.4907,60.4966,0.69594,0.784013,0.862008,1.0006340885808,1.00182002310569,15000,5000,20,500
"971",100,1000,0.8,187.487824782729,0.6,0.85,164.794,267.3015,426.187,0.653777,0.795558,0.989822,1.01315427607261,1.01496472350957,15000,5000,20,500
"972",100,1000,0.8,182.321031533647,0.61,0.75,157.529,231.815,343.048,0.657658,0.7985515,0.950839,1.03114723816575,1.02148400749124,15000,5000,20,500
"973",100,1000,0.8,145.643611086998,0.66,0.8,115.58,157.298,213.184,0.700141,0.8054125,0.936116,1.00463758030967,1.00441344873456,15000,5000,20,500
"974",100,1000,0.8,196.359874964692,0.6,0.78,161.808,242.106,332.78,0.657907,0.8051435,0.953606,1.00156435466978,1.00232960604415,15000,5000,20,500
"975",100,1000,0.8,122.951844898053,0.64,0.86,99.1906,133.6035,176.591,0.632707,0.7315365,0.844192,1.00231098060266,1.00311267934662,15000,5000,20,500
"976",100,1000,0.8,237.138741072267,0.65,0.82,184.186,268.711,366.976,0.742558,0.8626605,0.997343,1.01577290709481,1.01094820353741,15000,5000,20,500
"977",100,1000,0.8,107.49987674877,0.67,0.89,62.4472,83.1545,108.055,0.642707,0.741755,0.84015,1.00285810921932,1.00153940407022,15000,5000,20,500
"978",100,1000,0.8,136.12494564848,0.68,0.86,113.224,156.381,208.978,0.716083,0.817743,0.933428,1.00260729227387,1.00311899899017,15000,5000,20,500
"979",100,1000,0.8,106.32456680527,0.76,0.91,54.6944,70.90835,90.93,0.733075,0.823023,0.901762,1.00217515395057,1.0017301495753,15000,5000,20,500
"980",100,1000,0.8,283.772829885129,0.6,0.75,171.142,249.0495,363.883,0.640055,0.7861055,0.93448,1.01878972423023,1.02426513348365,15000,5000,20,500
"981",100,1000,0.8,84.951019056607,0.78,0.96,71.8747,93.88015,121.643,0.74704,0.8311865,0.915769,1.0022662597292,0.999444504400606,15000,5000,20,500
"982",100,1000,0.8,75.0852681719698,0.73,0.96,69.2745,90.64015,114.18,0.695669,0.7867985,0.873385,1.00197373349766,0.999830137446904,15000,5000,20,500
"983",100,1000,0.8,54.5254499418661,0.84,0.96,43.0813,53.7963,67.424,0.795893,0.87548,0.938208,0.999351331828321,1.0011899317942,15000,5000,20,500
"984",100,1000,0.8,246.563303258736,0.6,0.74,216.876,323.4455,459.182,0.71491,0.859435,0.996467,1.01160234209051,1.00181805391195,15000,5000,20,500
"985",100,1000,0.8,34.7470501228236,0.71,0.94,37.677,47.03965,60.0675,0.658858,0.752873,0.845527,0.999391723219517,0.999847998961876,15000,5000,20,500
"986",100,1000,0.8,199.296905649826,0.65,0.82,158.334,229.732,315.313,0.706002,0.8348715,0.967435,1.01167133017434,1.0056641433879,15000,5000,20,500
"987",100,1000,0.8,154.559396505356,0.61,0.83,103.752,143.6435,190.134,0.604841,0.7138025,0.820168,1.00287791241768,1.00290357614965,15000,5000,20,500
"988",100,1000,0.8,111.599516225979,0.71,0.87,89.4345,117.997,151.71,0.719675,0.8289635,0.912068,1.00520944924976,1.00532229734088,15000,5000,20,500
"989",100,1000,0.8,189.732615672983,0.64,0.81,129.568,175.3325,251.858,0.682723,0.79107,0.92594,1.00144144359386,1.00149480379415,15000,5000,20,500
"990",100,1000,0.8,52.8382390388288,0.79,0.97,39.1164,49.8691,62.7713,0.729657,0.8125465,0.884394,1.00040230199622,1.00317355121349,15000,5000,20,500
"991",100,1000,0.8,216.166316140443,0.64,0.77,245.886,337.267,445.92,0.794817,0.923933,0.999943,1.00435484578701,1.0052499229787,15000,5000,20,500
"992",100,1000,0.8,225.731695566792,0.62,0.74,148.751,220.5105,308.07,0.684571,0.8160065,0.954248,1.02309712956875,1.00658877998287,15000,5000,20,500
"993",100,1000,0.8,194.232511606533,0.64,0.77,111.588,158.5105,214.271,0.64857,0.7606625,0.876592,1.00554030429572,1.00361973808924,15000,5000,20,500
"994",100,1000,0.8,137.966859664302,0.57,0.84,106.117,141.3035,194.457,0.551808,0.657015,0.767267,1.00730818447778,1.00153041547182,15000,5000,20,500
"995",100,1000,0.8,76.190565302968,0.74,0.92,64.0186,80.7024,105.181,0.71108,0.8064055,0.882997,1.0034032889595,1.0015264728454,15000,5000,20,500
"996",100,1000,0.8,295.000531678088,0.57,0.72,298.859,431.716,590.987,0.780619,0.9245375,0.999989,1.01988260963416,1.01532653798103,15000,5000,20,500
"997",100,1000,0.8,32.4246763833798,0.74,0.95,24.0593,29.97725,37.9088,0.687268,0.772434,0.850885,1.00021327923731,0.999633575669853,15000,5000,20,500
"998",100,1000,0.8,195.563077928964,0.65,0.83,105.505,143.9165,192.688,0.647429,0.7515445,0.858543,1.00281719997248,1.00071543516644,15000,5000,20,500
"999",100,1000,0.8,201.206340619829,0.61,0.8,124.382,175.1995,244.349,0.608778,0.728661,0.852039,1.01204631344385,1.00862434020495,15000,5000,20,500
"1000",100,1000,0.8,99.5527348294854,0.69,0.92,82.1819,105.888,140.304,0.678662,0.770185,0.876982,1.00424745314844,1.00062372634817,15000,5000,20,500
"1001",500,1000,0.8,110.806356607936,0.708,0.886,95.2587,108.8905,122.264,0.753966,0.796355,0.838496,1.00170328127656,1.00019354030677,15000,5000,20,500
"1002",500,1000,0.8,205.597582887858,0.632,0.796,159.746,186.7875,217.099,0.702435,0.7652605,0.823764,1.00382556837968,1.00273346432186,15000,5000,20,500
"1003",500,1000,0.8,97.8651968552731,0.744,0.914,82.3565,92.4048,104.826,0.774863,0.8129335,0.852224,1.00005756347297,1.00129588727021,15000,5000,20,500
"1004",500,1000,0.8,229.442335804924,0.596,0.756,193.483,229.8645,273.591,0.707888,0.7716095,0.838631,1.02737175216938,1.00641296350127,15000,5000,20,500
"1005",500,1000,0.8,25.2705292636529,0.792,0.978,22.7423,25.13435,27.677,0.770422,0.8064175,0.83975,1.00240272920037,1.00990315951014,15000,5000,20,500
"1006",500,1000,0.8,219.326238809153,0.658,0.812,209.441,242.022,286.406,0.796429,0.8598855,0.930241,1.04359243674675,1.02216066648794,15000,5000,20,500
"1007",500,1000,0.8,268.312328041065,0.596,0.756,220.152,269.146,314.196,0.746254,0.814167,0.888097,1.00678021829483,1.00571795621215,15000,5000,20,500
"1008",500,1000,0.8,118.300985360984,0.71,0.882,108.187,122.0505,137.918,0.772732,0.81434,0.859163,1.00182172846312,1.00182254003668,15000,5000,20,500
"1009",500,1000,0.8,299.952760159504,0.572,0.702,235.893,283.619,337.954,0.722035,0.7957445,0.869958,1.01514490104517,1.00542180149266,15000,5000,20,500
"1010",500,1000,0.8,290.984677451197,0.586,0.73,233.314,276.369,327.687,0.733166,0.8044865,0.882752,1.00253827836543,1.00160541928048,15000,5000,20,500
"1011",500,1000,0.8,150.909550250508,0.67,0.854,134.009,151.888,173.123,0.739898,0.787825,0.836103,1.00412557036039,1.00258841113055,15000,5000,20,500
"1012",500,1000,0.8,75.1961116748862,0.784,0.954,72.2439,81.4984,90.4105,0.795362,0.834823,0.868939,0.999555955713888,1.00052200361465,15000,5000,20,500
"1013",500,1000,0.8,144.760492446367,0.688,0.85,126.526,146.702,167.181,0.765673,0.818182,0.864313,1.00125466980361,0.999611972360564,15000,5000,20,500
"1014",500,1000,0.8,87.452813887503,0.702,0.918,75.3345,86.5408,95.7875,0.713472,0.755928,0.796871,1.00425913554352,1.00091504624042,15000,5000,20,500
"1015",500,1000,0.8,149.410458952188,0.72,0.864,137.276,156.4835,177.691,0.82006,0.8664345,0.910417,1.00309257960205,1.00168137097045,15000,5000,20,500
"1016",500,1000,0.8,276.04650401976,0.618,0.722,214.778,253.068,309.497,0.7435,0.8163295,0.898039,1.07760782121774,1.06036713364903,15000,5000,20,500
"1017",500,1000,0.8,181.090934197418,0.666,0.828,195.748,232.278,269.049,0.78625,0.844442,0.905371,1.06067170849434,1.05426831232137,15000,5000,20,500
"1018",500,1000,0.8,290.347058204934,0.554,0.69,217.528,263.9655,313.794,0.67858,0.748898,0.81928,1.03770476833454,1.0228092316573,15000,5000,20,500
"1019",500,1000,0.8,220.81940758042,0.61,0.77,180.479,211.7855,243.869,0.720266,0.7805895,0.84024,1.03641540632195,1.02265905403995,15000,5000,20,500
"1020",500,1000,0.8,276.298729709815,0.58,0.754,248.974,303.986,371.211,0.732194,0.8206815,0.905592,1.0206313869783,1.01080678431051,15000,5000,20,500
"1021",500,1000,0.8,133.890825961716,0.69,0.864,102.303,116.826,131.435,0.741693,0.783218,0.831424,1.00160743790452,1.00033587711885,15000,5000,20,500
"1022",500,1000,0.8,211.438771174289,0.66,0.8,167.256,197.5075,232.952,0.746089,0.8051995,0.858195,1.00319993953418,1.00341520163944,15000,5000,20,500
"1023",500,1000,0.8,157.133395809215,0.668,0.836,136.653,156.624,177.762,0.754667,0.8057645,0.855109,1.01094228390315,1.00873317965103,15000,5000,20,500
"1024",500,1000,0.8,182.219714282546,0.624,0.814,148.029,170.654,195.971,0.694206,0.7486405,0.802093,1.00014350416521,1.00222261711905,15000,5000,20,500
"1025",500,1000,0.8,262.796079227701,0.552,0.718,207.623,249.314,296.949,0.663936,0.7305215,0.79966,1.02385190653322,1.00563053601648,15000,5000,20,500
"1026",500,1000,0.8,119.778368019033,0.714,0.888,118.135,133.7085,151.463,0.764986,0.811012,0.852687,1.00596860334801,0.999560117563483,15000,5000,20,500
"1027",500,1000,0.8,10.9163528936915,0.77,0.982,9.8167,10.95125,12.1304,0.744722,0.780028,0.818435,1.00071535342302,0.999443681078255,15000,5000,20,500
"1028",500,1000,0.8,171.691862023436,0.674,0.83,171.899,202.7485,235.922,0.778679,0.8395025,0.899014,1.02027195679399,1.00841851982546,15000,5000,20,500
"1029",500,1000,0.8,107.84530590754,0.704,0.89,100.378,114.9715,129.491,0.752937,0.797021,0.837143,1.01146639375073,1.01151592847999,15000,5000,20,500
"1030",500,1000,0.8,270.280413408764,0.574,0.728,218.213,256.8945,304.812,0.71644,0.780434,0.844216,1.00192760741519,1.00514186908561,15000,5000,20,500
"1031",500,1000,0.8,252.922124082688,0.614,0.766,234.899,289.566,357.375,0.770059,0.8459825,0.955733,1.0279824192177,1.02782603632593,15000,5000,20,500
"1032",500,1000,0.8,123.740094464738,0.694,0.858,108.512,123.74,139.909,0.752518,0.800052,0.844678,0.999515391341416,0.999300041107387,15000,5000,20,500
"1033",500,1000,0.8,35.9411592315882,0.712,0.974,33.114,36.99445,40.8867,0.705691,0.7422495,0.780075,1.00068689478143,1.00095268776303,15000,5000,20,500
"1034",500,1000,0.8,236.538264120463,0.604,0.78,193.672,229.089,273.712,0.714871,0.7777575,0.847532,1.01800982203563,1.01132783605136,15000,5000,20,500
"1035",500,1000,0.8,71.548826622311,0.762,0.93,60.1983,67.56275,74.4388,0.769448,0.808949,0.844168,1.00188120614865,1.00065344455218,15000,5000,20,500
"1036",500,1000,0.8,124.899658807553,0.7,0.856,115.431,129.7765,146.72,0.772765,0.815799,0.863539,1.00732705629636,1.0019798377569,15000,5000,20,500
"1037",500,1000,0.8,253.699192325585,0.58,0.758,222.788,270.4815,320.846,0.721049,0.786013,0.864965,1.03496719465925,1.03640796423423,15000,5000,20,500
"1038",500,1000,0.8,66.5361211681738,0.744,0.946,64.087,70.9485,79.6583,0.753542,0.7945255,0.833599,1.00146776098443,1.00319080185632,15000,5000,20,500
"1039",500,1000,0.8,270.084200412966,0.59,0.748,219.149,271.61,319.143,0.720994,0.79465,0.873491,1.09310057530717,1.07043476029195,15000,5000,20,500
"1040",500,1000,0.8,38.2670751167461,0.776,0.952,31.6095,34.784,38.6741,0.778696,0.814267,0.852194,1.00333814844523,1.00065522137763,15000,5000,20,500
"1041",500,1000,0.8,100.370214255527,0.708,0.88,90.8364,101.038,113.41,0.739985,0.783172,0.825011,1.00290570697418,1.00128769662864,15000,5000,20,500
"1042",500,1000,0.8,245.866829634178,0.574,0.744,219.704,264.4135,309.914,0.709847,0.77599,0.853468,1.00378354515703,0.999765666120183,15000,5000,20,500
"1043",500,1000,0.8,107.045065644197,0.726,0.882,100.824,114.4105,128.189,0.778886,0.822617,0.864431,1.00614876220476,1.00274687594613,15000,5000,20,500
"1044",500,1000,0.8,53.6187522648834,0.756,0.946,49.7476,55.4694,61.5012,0.753037,0.791188,0.825239,1.00068399458521,0.999844908054511,15000,5000,20,500
"1045",500,1000,0.8,216.813511333894,0.61,0.786,194.986,231.932,274.826,0.733237,0.8009685,0.865296,1.02156235136492,1.01246886466326,15000,5000,20,500
"1046",500,1000,0.8,41.8387814750895,0.768,0.964,37.2847,41.3676,45.913,0.756685,0.7962275,0.829372,1.00014001849854,0.999987570080799,15000,5000,20,500
"1047",500,1000,0.8,253.474968357477,0.622,0.778,189.959,228.8325,273.719,0.739169,0.7978005,0.874521,1.0145856450524,1.01009135147252,15000,5000,20,500
"1048",500,1000,0.8,177.555626728572,0.678,0.824,183.996,214.146,246.431,0.806477,0.86832,0.925954,1.00464668858017,1.00098033780282,15000,5000,20,500
"1049",500,1000,0.8,17.4012800469063,0.78,0.976,15.7357,17.4317,19.2058,0.761231,0.796919,0.83229,0.999333540225259,1.00344510536735,15000,5000,20,500
"1050",500,1000,0.8,217.957075927407,0.584,0.754,183.666,222.148,263.073,0.68186,0.749086,0.806976,1.00040749394465,0.999792676100436,15000,5000,20,500
"1051",500,1000,0.8,115.587754612789,0.722,0.884,106.182,119.835,136.202,0.766785,0.807409,0.849742,1.00122236568996,0.999964404164645,15000,5000,20,500
"1052",500,1000,0.8,287.663951495197,0.582,0.71,237.651,294.3305,361.088,0.736902,0.8179945,0.910472,1.01266306975034,1.01166783306886,15000,5000,20,500
"1053",500,1000,0.8,248.839493251871,0.604,0.788,234.069,276.348,327.429,0.744399,0.813582,0.885512,1.02692782321039,1.01597098198057,15000,5000,20,500
"1054",500,1000,0.8,70.5388298886828,0.726,0.928,67.9179,75.6322,84.1176,0.736156,0.7754905,0.814787,1.00074241069212,0.999753040887265,15000,5000,20,500
"1055",500,1000,0.8,287.957708877511,0.59,0.722,253.584,318.104,386.724,0.755458,0.8442975,0.934039,1.00589276816722,1.00605415950373,25000,5000,20,1000
"1056",500,1000,0.8,145.796518819407,0.658,0.852,131.955,150.805,172.462,0.744232,0.7943955,0.842846,1.00137368704612,1.01148896471156,15000,5000,20,500
"1057",500,1000,0.8,175.465391688049,0.658,0.828,167.71,195.461,225.974,0.761705,0.816687,0.872808,1.01232701593883,1.01642647227536,15000,5000,20,500
"1058",500,1000,0.8,37.6847707363777,0.742,0.972,31.566,35.22565,38.946,0.719759,0.7559975,0.795416,1.00006727661211,1.00065370520317,15000,5000,20,500
"1059",500,1000,0.8,290.963211345952,0.552,0.708,259.536,319.275,408.216,0.702076,0.7950875,0.884241,1.08035981971722,1.04561817474656,15000,5000,20,500
"1060",500,1000,0.8,25.7013659970835,0.75,0.964,21.1089,23.54865,26.0127,0.737989,0.7740915,0.809865,0.999695426757653,1.00149475275796,15000,5000,20,500
"1061",500,1000,0.8,256.223699089605,0.592,0.72,209.003,250.7495,296.472,0.725235,0.7908375,0.862002,1.05628906455707,1.03790287691046,15000,5000,20,500
"1062",500,1000,0.8,134.451933172531,0.672,0.868,122.033,139.921,158.813,0.736456,0.786808,0.832,1.00174693931116,1.00143623463388,15000,5000,20,500
"1063",500,1000,0.8,218.841147287749,0.58,0.75,175.936,203.8075,240.187,0.668568,0.7238385,0.784813,1.00418565558367,1.0018217088143,15000,5000,20,500
"1064",500,1000,0.8,133.56020251289,0.716,0.868,125.895,142.1515,160.641,0.786869,0.8320865,0.876921,1.00268563071226,0.999229439544196,15000,5000,20,500
"1065",500,1000,0.8,222.137365255039,0.634,0.814,179.632,208.029,239.72,0.730168,0.7906915,0.846143,1.01120682233529,1.00991603869214,15000,5000,20,500
"1066",500,1000,0.8,193.593588261865,0.618,0.794,171.619,199.2215,232.647,0.705294,0.763404,0.821112,1.00313597789459,1.00562277647079,15000,5000,20,500
"1067",500,1000,0.8,142.790785969701,0.686,0.848,128.927,147.8945,169.525,0.754258,0.805932,0.854847,1.00071329922327,1.00409356313927,15000,5000,20,500
"1068",500,1000,0.8,278.511930480599,0.564,0.696,194.567,229.7765,271.063,0.672099,0.733065,0.801378,1.01637766085396,1.01437352727314,15000,5000,20,500
"1069",500,1000,0.8,294.686406957917,0.522,0.664,227.573,275.8805,331.092,0.645682,0.716328,0.787809,1.03714928551965,1.01899941054906,15000,5000,20,500
"1070",500,1000,0.8,100.716323349625,0.722,0.926,96.5068,108.0435,122.147,0.752465,0.7911655,0.835897,0.999509397096811,1.00097931285758,15000,5000,20,500
"1071",500,1000,0.8,163.560437306296,0.704,0.85,149.821,172.5635,196.112,0.789177,0.839011,0.884764,1.00222332470457,1.00335966567793,15000,5000,20,500
"1072",500,1000,0.8,261.817248177249,0.59,0.74,227.441,282.0425,347.63,0.738675,0.8151925,0.912734,1.08997509553173,1.07370870874335,15000,5000,20,500
