Replicate,N,LEN,PHI,delta,Pcap,Pstay,delta_lower,delta_med,delta_upper,phi_lower,phi_med,phi_upper,R_hat_delta,R_hat_phi,MCMCiter,Burn_in,N_thin,N_sample,model
940,100,1000,0.8,214.4477306,0.68,0.8,212.076,296.595,396.253,0.804978,0.921525,0.999432,1.008513159,1.001491844,15000,5000,20,500,disp_obs
941,100,1000,0.8,225.8762187,0.69,0.83,137.214,195.3085,265.896,0.729468,0.8430855,0.960803,1.003582468,1.000172071,15000,5000,20,500,disp_obs
942,100,1000,0.8,263.8781249,0.6,0.77,228.347,346.0675,483.219,0.733837,0.871731,0.999785,1.069098159,1.063325933,15000,5000,20,500,disp_obs
943,100,1000,0.8,267.990218,0.59,0.72,227.886,344.663,498.002,0.697633,0.8517805,0.999634,1.010380519,1.008015203,15000,5000,20,500,disp_obs
944,100,1000,0.8,162.5131206,0.67,0.83,118.89,161.8785,222.571,0.668541,0.7853405,0.890945,1.025767003,1.004856533,15000,5000,20,500,disp_obs
945,100,1000,0.8,95.90186867,0.73,0.93,87.8388,116.042,153.602,0.6935,0.788703,0.878931,0.999277737,0.999392396,15000,5000,20,500,disp_obs
946,100,1000,0.8,75.488073,0.7,0.92,53.3294,69.6467,88.7401,0.642459,0.725386,0.818567,0.999936083,1.001052854,15000,5000,20,500,disp_obs
947,100,1000,0.8,203.4848354,0.63,0.81,118.556,170.2735,242.675,0.60826,0.735345,0.859142,1.007503662,1.008443095,15000,5000,20,500,disp_obs
948,100,1000,0.8,187.970496,0.54,0.72,164.264,246.5725,346.302,0.620737,0.755212,0.927149,1.02664578,1.008933576,15000,5000,20,500,disp_obs
949,100,1000,0.8,245.6965393,0.62,0.74,174.744,256.02,355.883,0.724596,0.839542,0.990841,1.017011779,1.007317787,15000,5000,20,500,disp_obs
950,100,1000,0.8,164.5730886,0.73,0.87,99.8465,136.203,175.948,0.736565,0.8312745,0.92579,1.004007156,1.003839359,15000,5000,20,500,disp_obs
951,100,1000,0.8,84.46572558,0.71,0.92,70.2677,93.3991,118.157,0.678574,0.7686295,0.856992,1.000611785,0.999232899,15000,5000,20,500,disp_obs
952,100,1000,0.8,281.6728745,0.55,0.74,151.808,220.3445,322.17,0.573311,0.714763,0.864135,1.010985195,1.003269756,15000,5000,20,500,disp_obs
953,100,1000,0.8,132.659695,0.74,0.89,115.642,156.271,206.936,0.752179,0.8534145,0.951238,1.002620453,1.002129091,15000,5000,20,500,disp_obs
954,100,1000,0.8,135.7363418,0.72,0.89,111.729,159.3675,215.386,0.716027,0.817404,0.928045,1.007768738,1.005788878,15000,5000,20,500,disp_obs
955,100,1000,0.8,79.94479061,0.73,0.89,69.4965,91.5027,116.127,0.722565,0.814179,0.900773,0.999918913,1.001217277,15000,5000,20,500,disp_obs
956,100,1000,0.8,136.4149389,0.79,0.91,93.1811,121.5485,160.28,0.791374,0.88072,0.967029,1.008641775,1.004687243,15000,5000,20,500,disp_obs
957,100,1000,0.8,125.8615094,0.69,0.87,83.0505,107.8385,138.317,0.655963,0.762069,0.845311,1.000027302,1.007259438,15000,5000,20,500,disp_obs
958,100,1000,0.8,124.5449475,0.71,0.88,92.349,120.521,157.494,0.686652,0.784626,0.877849,0.999600842,0.999436062,15000,5000,20,500,disp_obs
959,100,1000,0.8,128.3766615,0.74,0.88,119.702,159.296,213.798,0.789674,0.8807835,0.977737,1.000300646,1.003909727,15000,5000,20,500,disp_obs
960,100,1000,0.8,180.2543704,0.68,0.83,129.692,181.541,249.081,0.721006,0.8368535,0.970013,1.011671051,1.002199639,15000,5000,20,500,disp_obs
961,100,1000,0.8,42.98569389,0.79,0.99,39.52,49.28995,62.3328,0.721028,0.80351,0.880853,1.002521159,0.999330778,15000,5000,20,500,disp_obs
962,100,1000,0.8,152.7661087,0.66,0.86,103.152,139.69,184.904,0.658489,0.7668455,0.875269,1.000675537,1.001542657,15000,5000,20,500,disp_obs
963,100,1000,0.8,206.0353505,0.6,0.78,150.338,228.9185,324.707,0.633634,0.763766,0.902876,1.014910057,1.003537156,15000,5000,20,500,disp_obs
964,100,1000,0.8,195.9276214,0.65,0.73,155.636,224.113,319.468,0.70678,0.832206,0.985342,1.022594798,1.022517185,15000,5000,20,500,disp_obs
965,100,1000,0.8,281.0035676,0.66,0.82,205.466,289.6105,388.516,0.782002,0.899469,0.998746,1.008049977,1.012747418,15000,5000,20,500,disp_obs
966,100,1000,0.8,242.1128028,0.57,0.72,232.737,361.2135,514.037,0.697385,0.8518925,0.999969,1.054497908,1.048954302,15000,5000,20,500,disp_obs
967,100,1000,0.8,184.924182,0.63,0.81,121.569,171.4975,239.58,0.633168,0.744494,0.863439,1.00552465,1.010332286,15000,5000,20,500,disp_obs
968,100,1000,0.8,104.7403228,0.78,0.93,79.807,105.6965,133.79,0.751717,0.845115,0.916961,1.002255774,0.999302016,15000,5000,20,500,disp_obs
969,100,1000,0.8,108.5100761,0.7,0.9,76.2088,102.533,135.316,0.698223,0.789145,0.889528,1.002007031,1.000530801,15000,5000,20,500,disp_obs
970,100,1000,0.8,51.74034449,0.74,0.94,37.6421,48.4907,60.4966,0.69594,0.784013,0.862008,1.000634089,1.001820023,15000,5000,20,500,disp_obs
971,100,1000,0.8,187.4878248,0.6,0.85,164.794,267.3015,426.187,0.653777,0.795558,0.989822,1.013154276,1.014964724,15000,5000,20,500,disp_obs
972,100,1000,0.8,182.3210315,0.61,0.75,157.529,231.815,343.048,0.657658,0.7985515,0.950839,1.031147238,1.021484007,15000,5000,20,500,disp_obs
973,100,1000,0.8,145.6436111,0.66,0.8,115.58,157.298,213.184,0.700141,0.8054125,0.936116,1.00463758,1.004413449,15000,5000,20,500,disp_obs
974,100,1000,0.8,196.359875,0.6,0.78,161.808,242.106,332.78,0.657907,0.8051435,0.953606,1.001564355,1.002329606,15000,5000,20,500,disp_obs
975,100,1000,0.8,122.9518449,0.64,0.86,99.1906,133.6035,176.591,0.632707,0.7315365,0.844192,1.002310981,1.003112679,15000,5000,20,500,disp_obs
976,100,1000,0.8,237.1387411,0.65,0.82,184.186,268.711,366.976,0.742558,0.8626605,0.997343,1.015772907,1.010948204,15000,5000,20,500,disp_obs
977,100,1000,0.8,107.4998767,0.67,0.89,62.4472,83.1545,108.055,0.642707,0.741755,0.84015,1.002858109,1.001539404,15000,5000,20,500,disp_obs
978,100,1000,0.8,136.1249456,0.68,0.86,113.224,156.381,208.978,0.716083,0.817743,0.933428,1.002607292,1.003118999,15000,5000,20,500,disp_obs
979,100,1000,0.8,106.3245668,0.76,0.91,54.6944,70.90835,90.93,0.733075,0.823023,0.901762,1.002175154,1.00173015,15000,5000,20,500,disp_obs
980,100,1000,0.8,283.7728299,0.6,0.75,171.142,249.0495,363.883,0.640055,0.7861055,0.93448,1.018789724,1.024265133,15000,5000,20,500,disp_obs
981,100,1000,0.8,84.95101906,0.78,0.96,71.8747,93.88015,121.643,0.74704,0.8311865,0.915769,1.00226626,0.999444504,15000,5000,20,500,disp_obs
982,100,1000,0.8,75.08526817,0.73,0.96,69.2745,90.64015,114.18,0.695669,0.7867985,0.873385,1.001973733,0.999830137,15000,5000,20,500,disp_obs
983,100,1000,0.8,54.52544994,0.84,0.96,43.0813,53.7963,67.424,0.795893,0.87548,0.938208,0.999351332,1.001189932,15000,5000,20,500,disp_obs
984,100,1000,0.8,246.5633033,0.6,0.74,216.876,323.4455,459.182,0.71491,0.859435,0.996467,1.011602342,1.001818054,15000,5000,20,500,disp_obs
985,100,1000,0.8,34.74705012,0.71,0.94,37.677,47.03965,60.0675,0.658858,0.752873,0.845527,0.999391723,0.999847999,15000,5000,20,500,disp_obs
986,100,1000,0.8,199.2969056,0.65,0.82,158.334,229.732,315.313,0.706002,0.8348715,0.967435,1.01167133,1.005664143,15000,5000,20,500,disp_obs
987,100,1000,0.8,154.5593965,0.61,0.83,103.752,143.6435,190.134,0.604841,0.7138025,0.820168,1.002877912,1.002903576,15000,5000,20,500,disp_obs
988,100,1000,0.8,111.5995162,0.71,0.87,89.4345,117.997,151.71,0.719675,0.8289635,0.912068,1.005209449,1.005322297,15000,5000,20,500,disp_obs
989,100,1000,0.8,189.7326157,0.64,0.81,129.568,175.3325,251.858,0.682723,0.79107,0.92594,1.001441444,1.001494804,15000,5000,20,500,disp_obs
990,100,1000,0.8,52.83823904,0.79,0.97,39.1164,49.8691,62.7713,0.729657,0.8125465,0.884394,1.000402302,1.003173551,15000,5000,20,500,disp_obs
991,100,1000,0.8,216.1663161,0.64,0.77,245.886,337.267,445.92,0.794817,0.923933,0.999943,1.004354846,1.005249923,15000,5000,20,500,disp_obs
992,100,1000,0.8,225.7316956,0.62,0.74,148.751,220.5105,308.07,0.684571,0.8160065,0.954248,1.02309713,1.00658878,15000,5000,20,500,disp_obs
993,100,1000,0.8,194.2325116,0.64,0.77,111.588,158.5105,214.271,0.64857,0.7606625,0.876592,1.005540304,1.003619738,15000,5000,20,500,disp_obs
994,100,1000,0.8,137.9668597,0.57,0.84,106.117,141.3035,194.457,0.551808,0.657015,0.767267,1.007308184,1.001530415,15000,5000,20,500,disp_obs
995,100,1000,0.8,76.1905653,0.74,0.92,64.0186,80.7024,105.181,0.71108,0.8064055,0.882997,1.003403289,1.001526473,15000,5000,20,500,disp_obs
996,100,1000,0.8,295.0005317,0.57,0.72,298.859,431.716,590.987,0.780619,0.9245375,0.999989,1.01988261,1.015326538,15000,5000,20,500,disp_obs
997,100,1000,0.8,32.42467638,0.74,0.95,24.0593,29.97725,37.9088,0.687268,0.772434,0.850885,1.000213279,0.999633576,15000,5000,20,500,disp_obs
998,100,1000,0.8,195.5630779,0.65,0.83,105.505,143.9165,192.688,0.647429,0.7515445,0.858543,1.0028172,1.000715435,15000,5000,20,500,disp_obs
999,100,1000,0.8,201.2063406,0.61,0.8,124.382,175.1995,244.349,0.608778,0.728661,0.852039,1.012046313,1.00862434,15000,5000,20,500,disp_obs
1000,100,1000,0.8,99.55273483,0.69,0.92,82.1819,105.888,140.304,0.678662,0.770185,0.876982,1.004247453,1.000623726,15000,5000,20,500,disp_obs
1001,500,1000,0.8,110.8063566,0.708,0.886,95.2587,108.8905,122.264,0.753966,0.796355,0.838496,1.001703281,1.00019354,15000,5000,20,500,disp_obs
1002,500,1000,0.8,205.5975829,0.632,0.796,159.746,186.7875,217.099,0.702435,0.7652605,0.823764,1.003825568,1.002733464,15000,5000,20,500,disp_obs
1003,500,1000,0.8,97.86519686,0.744,0.914,82.3565,92.4048,104.826,0.774863,0.8129335,0.852224,1.000057563,1.001295887,15000,5000,20,500,disp_obs
1004,500,1000,0.8,229.4423358,0.596,0.756,193.483,229.8645,273.591,0.707888,0.7716095,0.838631,1.027371752,1.006412964,15000,5000,20,500,disp_obs
1005,500,1000,0.8,25.27052926,0.792,0.978,22.7423,25.13435,27.677,0.770422,0.8064175,0.83975,1.002402729,1.00990316,15000,5000,20,500,disp_obs
1006,500,1000,0.8,219.3262388,0.658,0.812,209.441,242.022,286.406,0.796429,0.8598855,0.930241,1.043592437,1.022160666,15000,5000,20,500,disp_obs
1007,500,1000,0.8,268.312328,0.596,0.756,220.152,269.146,314.196,0.746254,0.814167,0.888097,1.006780218,1.005717956,15000,5000,20,500,disp_obs
1008,500,1000,0.8,118.3009854,0.71,0.882,108.187,122.0505,137.918,0.772732,0.81434,0.859163,1.001821728,1.00182254,15000,5000,20,500,disp_obs
1009,500,1000,0.8,299.9527602,0.572,0.702,235.893,283.619,337.954,0.722035,0.7957445,0.869958,1.015144901,1.005421801,15000,5000,20,500,disp_obs
1010,500,1000,0.8,290.9846775,0.586,0.73,233.314,276.369,327.687,0.733166,0.8044865,0.882752,1.002538278,1.001605419,15000,5000,20,500,disp_obs
1011,500,1000,0.8,150.9095503,0.67,0.854,134.009,151.888,173.123,0.739898,0.787825,0.836103,1.00412557,1.002588411,15000,5000,20,500,disp_obs
1012,500,1000,0.8,75.19611167,0.784,0.954,72.2439,81.4984,90.4105,0.795362,0.834823,0.868939,0.999555956,1.000522004,15000,5000,20,500,disp_obs
1013,500,1000,0.8,144.7604924,0.688,0.85,126.526,146.702,167.181,0.765673,0.818182,0.864313,1.00125467,0.999611972,15000,5000,20,500,disp_obs
1014,500,1000,0.8,87.45281389,0.702,0.918,75.3345,86.5408,95.7875,0.713472,0.755928,0.796871,1.004259136,1.000915046,15000,5000,20,500,disp_obs
1015,500,1000,0.8,149.410459,0.72,0.864,137.276,156.4835,177.691,0.82006,0.8664345,0.910417,1.00309258,1.001681371,15000,5000,20,500,disp_obs
1016,500,1000,0.8,276.046504,0.618,0.722,214.778,253.068,309.497,0.7435,0.8163295,0.898039,1.077607821,1.060367134,15000,5000,20,500,disp_obs
1017,500,1000,0.8,181.0909342,0.666,0.828,195.748,232.278,269.049,0.78625,0.844442,0.905371,1.060671708,1.054268312,15000,5000,20,500,disp_obs
1018,500,1000,0.8,290.3470582,0.554,0.69,217.528,263.9655,313.794,0.67858,0.748898,0.81928,1.037704768,1.022809232,15000,5000,20,500,disp_obs
1019,500,1000,0.8,220.8194076,0.61,0.77,180.479,211.7855,243.869,0.720266,0.7805895,0.84024,1.036415406,1.022659054,15000,5000,20,500,disp_obs
1020,500,1000,0.8,276.2987297,0.58,0.754,248.974,303.986,371.211,0.732194,0.8206815,0.905592,1.020631387,1.010806784,15000,5000,20,500,disp_obs
1021,500,1000,0.8,133.890826,0.69,0.864,102.303,116.826,131.435,0.741693,0.783218,0.831424,1.001607438,1.000335877,15000,5000,20,500,disp_obs
1022,500,1000,0.8,211.4387712,0.66,0.8,167.256,197.5075,232.952,0.746089,0.8051995,0.858195,1.00319994,1.003415202,15000,5000,20,500,disp_obs
1023,500,1000,0.8,157.1333958,0.668,0.836,136.653,156.624,177.762,0.754667,0.8057645,0.855109,1.010942284,1.00873318,15000,5000,20,500,disp_obs
1024,500,1000,0.8,182.2197143,0.624,0.814,148.029,170.654,195.971,0.694206,0.7486405,0.802093,1.000143504,1.002222617,15000,5000,20,500,disp_obs
1025,500,1000,0.8,262.7960792,0.552,0.718,207.623,249.314,296.949,0.663936,0.7305215,0.79966,1.023851907,1.005630536,15000,5000,20,500,disp_obs
1026,500,1000,0.8,119.778368,0.714,0.888,118.135,133.7085,151.463,0.764986,0.811012,0.852687,1.005968603,0.999560118,15000,5000,20,500,disp_obs
1027,500,1000,0.8,10.91635289,0.77,0.982,9.8167,10.95125,12.1304,0.744722,0.780028,0.818435,1.000715353,0.999443681,15000,5000,20,500,disp_obs
1028,500,1000,0.8,171.691862,0.674,0.83,171.899,202.7485,235.922,0.778679,0.8395025,0.899014,1.020271957,1.00841852,15000,5000,20,500,disp_obs
1029,500,1000,0.8,107.8453059,0.704,0.89,100.378,114.9715,129.491,0.752937,0.797021,0.837143,1.011466394,1.011515928,15000,5000,20,500,disp_obs
1030,500,1000,0.8,270.2804134,0.574,0.728,218.213,256.8945,304.812,0.71644,0.780434,0.844216,1.001927607,1.005141869,15000,5000,20,500,disp_obs
1031,500,1000,0.8,252.9221241,0.614,0.766,234.899,289.566,357.375,0.770059,0.8459825,0.955733,1.027982419,1.027826036,15000,5000,20,500,disp_obs
1032,500,1000,0.8,123.7400945,0.694,0.858,108.512,123.74,139.909,0.752518,0.800052,0.844678,0.999515391,0.999300041,15000,5000,20,500,disp_obs
1033,500,1000,0.8,35.94115923,0.712,0.974,33.114,36.99445,40.8867,0.705691,0.7422495,0.780075,1.000686895,1.000952688,15000,5000,20,500,disp_obs
1034,500,1000,0.8,236.5382641,0.604,0.78,193.672,229.089,273.712,0.714871,0.7777575,0.847532,1.018009822,1.011327836,15000,5000,20,500,disp_obs
1035,500,1000,0.8,71.54882662,0.762,0.93,60.1983,67.56275,74.4388,0.769448,0.808949,0.844168,1.001881206,1.000653445,15000,5000,20,500,disp_obs
1036,500,1000,0.8,124.8996588,0.7,0.856,115.431,129.7765,146.72,0.772765,0.815799,0.863539,1.007327056,1.001979838,15000,5000,20,500,disp_obs
1037,500,1000,0.8,253.6991923,0.58,0.758,222.788,270.4815,320.846,0.721049,0.786013,0.864965,1.034967195,1.036407964,15000,5000,20,500,disp_obs
1038,500,1000,0.8,66.53612117,0.744,0.946,64.087,70.9485,79.6583,0.753542,0.7945255,0.833599,1.001467761,1.003190802,15000,5000,20,500,disp_obs
1039,500,1000,0.8,270.0842004,0.59,0.748,219.149,271.61,319.143,0.720994,0.79465,0.873491,1.093100575,1.07043476,15000,5000,20,500,disp_obs
1040,500,1000,0.8,38.26707512,0.776,0.952,31.6095,34.784,38.6741,0.778696,0.814267,0.852194,1.003338148,1.000655221,15000,5000,20,500,disp_obs
1041,500,1000,0.8,100.3702143,0.708,0.88,90.8364,101.038,113.41,0.739985,0.783172,0.825011,1.002905707,1.001287697,15000,5000,20,500,disp_obs
1042,500,1000,0.8,245.8668296,0.574,0.744,219.704,264.4135,309.914,0.709847,0.77599,0.853468,1.003783545,0.999765666,15000,5000,20,500,disp_obs
1043,500,1000,0.8,107.0450656,0.726,0.882,100.824,114.4105,128.189,0.778886,0.822617,0.864431,1.006148762,1.002746876,15000,5000,20,500,disp_obs
1044,500,1000,0.8,53.61875226,0.756,0.946,49.7476,55.4694,61.5012,0.753037,0.791188,0.825239,1.000683995,0.999844908,15000,5000,20,500,disp_obs
1045,500,1000,0.8,216.8135113,0.61,0.786,194.986,231.932,274.826,0.733237,0.8009685,0.865296,1.021562351,1.012468865,15000,5000,20,500,disp_obs
1046,500,1000,0.8,41.83878148,0.768,0.964,37.2847,41.3676,45.913,0.756685,0.7962275,0.829372,1.000140018,0.99998757,15000,5000,20,500,disp_obs
1047,500,1000,0.8,253.4749684,0.622,0.778,189.959,228.8325,273.719,0.739169,0.7978005,0.874521,1.014585645,1.010091351,15000,5000,20,500,disp_obs
1048,500,1000,0.8,177.5556267,0.678,0.824,183.996,214.146,246.431,0.806477,0.86832,0.925954,1.004646689,1.000980338,15000,5000,20,500,disp_obs
1049,500,1000,0.8,17.40128005,0.78,0.976,15.7357,17.4317,19.2058,0.761231,0.796919,0.83229,0.99933354,1.003445105,15000,5000,20,500,disp_obs
1050,500,1000,0.8,217.9570759,0.584,0.754,183.666,222.148,263.073,0.68186,0.749086,0.806976,1.000407494,0.999792676,15000,5000,20,500,disp_obs
1051,500,1000,0.8,115.5877546,0.722,0.884,106.182,119.835,136.202,0.766785,0.807409,0.849742,1.001222366,0.999964404,15000,5000,20,500,disp_obs
1052,500,1000,0.8,287.6639515,0.582,0.71,237.651,294.3305,361.088,0.736902,0.8179945,0.910472,1.01266307,1.011667833,15000,5000,20,500,disp_obs
1053,500,1000,0.8,248.8394933,0.604,0.788,234.069,276.348,327.429,0.744399,0.813582,0.885512,1.026927823,1.015970982,15000,5000,20,500,disp_obs
1054,500,1000,0.8,70.53882989,0.726,0.928,67.9179,75.6322,84.1176,0.736156,0.7754905,0.814787,1.000742411,0.999753041,15000,5000,20,500,disp_obs
1055,500,1000,0.8,287.9577089,0.59,0.722,253.584,318.104,386.724,0.755458,0.8442975,0.934039,1.005892768,1.00605416,25000,5000,20,1000,disp_obs
1056,500,1000,0.8,145.7965188,0.658,0.852,131.955,150.805,172.462,0.744232,0.7943955,0.842846,1.001373687,1.011488965,15000,5000,20,500,disp_obs
1057,500,1000,0.8,175.4653917,0.658,0.828,167.71,195.461,225.974,0.761705,0.816687,0.872808,1.012327016,1.016426472,15000,5000,20,500,disp_obs
1058,500,1000,0.8,37.68477074,0.742,0.972,31.566,35.22565,38.946,0.719759,0.7559975,0.795416,1.000067277,1.000653705,15000,5000,20,500,disp_obs
1059,500,1000,0.8,290.9632113,0.552,0.708,259.536,319.275,408.216,0.702076,0.7950875,0.884241,1.08035982,1.045618175,15000,5000,20,500,disp_obs
1060,500,1000,0.8,25.701366,0.75,0.964,21.1089,23.54865,26.0127,0.737989,0.7740915,0.809865,0.999695427,1.001494753,15000,5000,20,500,disp_obs
1061,500,1000,0.8,256.2236991,0.592,0.72,209.003,250.7495,296.472,0.725235,0.7908375,0.862002,1.056289065,1.037902877,15000,5000,20,500,disp_obs
1062,500,1000,0.8,134.4519332,0.672,0.868,122.033,139.921,158.813,0.736456,0.786808,0.832,1.001746939,1.001436235,15000,5000,20,500,disp_obs
1063,500,1000,0.8,218.8411473,0.58,0.75,175.936,203.8075,240.187,0.668568,0.7238385,0.784813,1.004185656,1.001821709,15000,5000,20,500,disp_obs
1064,500,1000,0.8,133.5602025,0.716,0.868,125.895,142.1515,160.641,0.786869,0.8320865,0.876921,1.002685631,0.99922944,15000,5000,20,500,disp_obs
1065,500,1000,0.8,222.1373653,0.634,0.814,179.632,208.029,239.72,0.730168,0.7906915,0.846143,1.011206822,1.009916039,15000,5000,20,500,disp_obs
1066,500,1000,0.8,193.5935883,0.618,0.794,171.619,199.2215,232.647,0.705294,0.763404,0.821112,1.003135978,1.005622776,15000,5000,20,500,disp_obs
1067,500,1000,0.8,142.790786,0.686,0.848,128.927,147.8945,169.525,0.754258,0.805932,0.854847,1.000713299,1.004093563,15000,5000,20,500,disp_obs
1068,500,1000,0.8,278.5119305,0.564,0.696,194.567,229.7765,271.063,0.672099,0.733065,0.801378,1.016377661,1.014373527,15000,5000,20,500,disp_obs
1069,500,1000,0.8,294.686407,0.522,0.664,227.573,275.8805,331.092,0.645682,0.716328,0.787809,1.037149286,1.018999411,15000,5000,20,500,disp_obs
1070,500,1000,0.8,100.7163233,0.722,0.926,96.5068,108.0435,122.147,0.752465,0.7911655,0.835897,0.999509397,1.000979313,15000,5000,20,500,disp_obs
1071,500,1000,0.8,163.5604373,0.704,0.85,149.821,172.5635,196.112,0.789177,0.839011,0.884764,1.002223325,1.003359666,15000,5000,20,500,disp_obs
1072,500,1000,0.8,261.8172482,0.59,0.74,227.441,282.0425,347.63,0.738675,0.8151925,0.912734,1.089975096,1.073708709,15000,5000,20,500,disp_obs
1073,500,1000,0.8,99.4546444,0.738,0.908,89.8839,101.0095,113.585,0.766117,0.808948,0.848817,1.000976421,1.000508022,15000,5000,20,500,disp_obs
1074,500,1000,0.8,263.9225574,0.622,0.76,228.246,279.17,338.722,0.770732,0.8500365,0.936293,1.023725549,1.009710726,15000,5000,20,500,disp_obs
1075,500,1000,0.8,68.51576105,0.742,0.936,64.95,73.0312,81.3185,0.760384,0.79626,0.838907,1.003103828,0.99952694,15000,5000,20,500,disp_obs
1076,500,1000,0.8,66.27293994,0.74,0.924,59.1985,66.20605,73.6514,0.750287,0.788379,0.830164,0.999898963,0.999853355,15000,5000,20,500,disp_obs
1077,500,1000,0.8,77.99416581,0.744,0.91,62.6341,70.34785,77.8134,0.757288,0.7966475,0.83513,1.002342342,0.999609398,15000,5000,20,500,disp_obs
1078,500,1000,0.8,279.357344,0.62,0.746,237.842,285.849,348.346,0.785044,0.8688885,0.941479,1.009676894,1.01233639,15000,5000,20,500,disp_obs
1079,500,1000,0.8,53.32719539,0.786,0.952,44.2011,49.01595,54.2486,0.774364,0.808372,0.846425,0.999324098,1.003300557,15000,5000,20,500,disp_obs
1080,500,1000,0.8,97.38405321,0.754,0.918,85.3699,95.4237,107.326,0.793313,0.8366895,0.873447,0.999747278,0.999475057,15000,5000,20,500,disp_obs
1081,500,1000,0.8,116.7135119,0.706,0.882,95.303,106.996,121.008,0.742521,0.788491,0.83457,1.002258533,1.001820553,15000,5000,20,500,disp_obs
1082,500,1000,0.8,225.7460481,0.576,0.736,203.328,237.2625,278.136,0.702154,0.7641565,0.828674,1.009865744,1.014719942,15000,5000,20,500,disp_obs
1083,500,1000,0.8,75.42183191,0.704,0.912,69.2295,77.40445,86.4527,0.720902,0.7678735,0.805282,1.000967058,1.000378382,15000,5000,20,500,disp_obs
1084,500,1000,0.8,232.5502809,0.6,0.76,199.407,234.9955,275.147,0.721117,0.7868305,0.848513,1.00252402,1.004430582,15000,5000,20,500,disp_obs
1085,500,1000,0.8,242.1031059,0.594,0.75,209.563,252.566,291.313,0.724703,0.7906975,0.858971,1.000699571,1.000538696,15000,5000,20,500,disp_obs
1086,500,1000,0.8,146.8340774,0.66,0.858,124.817,142.189,162.611,0.719124,0.7662605,0.818532,1.005945416,1.000595737,15000,5000,20,500,disp_obs
